node_id,node_type,node_type_name
234,0,author
235,0,author
236,0,author
237,0,author
238,0,author
239,0,author
240,0,author
241,0,author
242,0,author
243,0,author
244,0,author
245,0,author
246,0,author
247,0,author
248,0,author
249,0,author
250,0,author
251,0,author
252,0,author
253,0,author
254,0,author
255,0,author
256,0,author
257,0,author
258,0,author
259,0,author
260,0,author
261,0,author
262,0,author
263,0,author
264,0,author
265,0,author
266,0,author
267,0,author
268,0,author
269,0,author
270,0,author
271,0,author
272,0,author
273,0,author
274,0,author
275,0,author
276,0,author
277,0,author
278,0,author
279,0,author
280,0,author
281,0,author
282,0,author
283,0,author
284,0,author
285,0,author
286,0,author
287,0,author
288,0,author
289,0,author
290,0,author
291,0,author
292,0,author
293,0,author
294,0,author
295,0,author
296,0,author
297,0,author
298,0,author
299,0,author
300,0,author
301,0,author
302,0,author
303,0,author
304,0,author
305,0,author
306,0,author
307,0,author
308,0,author
309,0,author
310,0,author
311,0,author
312,0,author
313,0,author
314,0,author
315,0,author
316,0,author
317,0,author
318,0,author
319,0,author
320,0,author
321,0,author
322,0,author
323,0,author
324,0,author
325,0,author
326,0,author
327,0,author
328,0,author
329,0,author
330,0,author
331,0,author
332,0,author
333,0,author
334,0,author
335,0,author
336,0,author
337,0,author
338,0,author
339,0,author
340,0,author
341,0,author
342,0,author
343,0,author
344,0,author
345,0,author
346,0,author
347,0,author
348,0,author
349,0,author
350,0,author
351,0,author
352,0,author
353,0,author
354,0,author
355,0,author
356,0,author
357,0,author
358,0,author
359,0,author
360,0,author
361,0,author
362,0,author
363,0,author
364,0,author
365,0,author
366,0,author
367,0,author
368,0,author
369,0,author
370,0,author
371,0,author
372,0,author
373,0,author
374,0,author
375,0,author
376,0,author
377,0,author
378,0,author
379,0,author
380,0,author
381,0,author
382,0,author
383,0,author
384,0,author
385,0,author
386,0,author
387,0,author
388,0,author
389,0,author
390,0,author
391,0,author
392,0,author
393,0,author
394,0,author
395,0,author
396,0,author
397,0,author
398,0,author
399,0,author
400,0,author
401,0,author
402,0,author
403,0,author
404,0,author
405,0,author
406,0,author
407,0,author
408,0,author
409,0,author
410,0,author
411,0,author
412,0,author
413,0,author
414,0,author
415,0,author
416,0,author
417,0,author
418,0,author
419,0,author
420,0,author
421,0,author
422,0,author
423,0,author
424,0,author
425,0,author
426,0,author
427,0,author
428,0,author
429,0,author
430,0,author
431,0,author
432,0,author
433,0,author
434,0,author
435,0,author
436,0,author
437,0,author
438,0,author
439,0,author
440,0,author
441,0,author
442,0,author
443,0,author
444,0,author
445,0,author
446,0,author
447,0,author
448,0,author
449,0,author
450,0,author
451,0,author
452,0,author
453,0,author
454,0,author
455,0,author
456,0,author
457,0,author
458,0,author
459,0,author
460,0,author
461,0,author
462,0,author
463,0,author
464,0,author
465,0,author
466,0,author
467,0,author
468,0,author
469,0,author
470,0,author
471,0,author
472,0,author
473,0,author
474,0,author
475,0,author
476,0,author
477,0,author
478,0,author
479,0,author
480,0,author
481,0,author
482,0,author
483,0,author
484,0,author
485,0,author
486,0,author
487,0,author
488,0,author
489,0,author
490,0,author
491,0,author
492,0,author
493,0,author
494,0,author
495,0,author
496,0,author
497,0,author
498,0,author
499,0,author
500,0,author
501,0,author
502,0,author
503,0,author
504,0,author
505,0,author
506,0,author
507,0,author
508,0,author
509,0,author
510,0,author
511,0,author
512,0,author
513,0,author
514,0,author
515,0,author
516,0,author
517,0,author
518,0,author
519,0,author
520,0,author
521,0,author
522,0,author
523,0,author
524,0,author
525,0,author
526,0,author
527,0,author
528,0,author
529,0,author
530,0,author
531,0,author
532,0,author
533,0,author
534,0,author
535,0,author
536,0,author
537,0,author
538,0,author
539,0,author
540,0,author
541,0,author
542,0,author
543,0,author
544,0,author
545,0,author
546,0,author
547,0,author
548,0,author
549,0,author
550,0,author
551,0,author
552,0,author
553,0,author
554,0,author
555,0,author
556,0,author
557,0,author
558,0,author
559,0,author
560,0,author
561,0,author
562,0,author
563,0,author
564,0,author
565,0,author
566,0,author
567,0,author
568,0,author
569,0,author
570,0,author
571,0,author
572,0,author
573,0,author
574,0,author
575,0,author
576,0,author
577,0,author
578,0,author
579,0,author
580,0,author
581,0,author
582,0,author
583,0,author
584,0,author
585,0,author
586,0,author
587,0,author
588,0,author
589,0,author
590,0,author
591,0,author
592,0,author
593,0,author
594,0,author
595,0,author
596,0,author
597,0,author
598,0,author
599,0,author
600,0,author
601,0,author
602,0,author
603,0,author
604,0,author
605,0,author
606,0,author
607,0,author
608,0,author
609,0,author
610,0,author
611,0,author
612,0,author
613,0,author
614,0,author
615,0,author
616,0,author
617,0,author
618,0,author
619,0,author
620,0,author
621,0,author
622,0,author
623,0,author
624,0,author
625,0,author
626,0,author
627,0,author
628,0,author
629,0,author
630,0,author
631,0,author
632,0,author
633,0,author
634,0,author
635,0,author
636,0,author
637,0,author
638,0,author
639,0,author
640,0,author
641,0,author
642,0,author
643,0,author
644,0,author
645,0,author
646,0,author
647,0,author
648,0,author
649,0,author
650,0,author
651,0,author
652,0,author
653,0,author
654,0,author
655,0,author
656,0,author
657,0,author
658,0,author
659,0,author
660,0,author
661,0,author
662,0,author
663,0,author
664,0,author
665,0,author
666,0,author
667,0,author
668,0,author
669,0,author
670,0,author
671,0,author
672,0,author
673,0,author
674,0,author
675,0,author
676,0,author
677,0,author
678,0,author
679,0,author
680,0,author
681,0,author
682,0,author
683,0,author
684,0,author
685,0,author
686,0,author
687,0,author
688,0,author
689,0,author
690,0,author
691,0,author
692,0,author
693,0,author
694,0,author
695,0,author
696,0,author
697,0,author
698,0,author
699,0,author
700,0,author
701,0,author
702,0,author
703,0,author
704,0,author
705,0,author
706,0,author
707,0,author
708,0,author
709,0,author
710,0,author
711,0,author
712,0,author
713,0,author
714,0,author
715,0,author
716,0,author
717,0,author
718,0,author
719,0,author
720,0,author
721,0,author
722,0,author
723,0,author
724,0,author
725,0,author
726,0,author
727,0,author
728,0,author
729,0,author
730,0,author
731,0,author
732,0,author
733,0,author
734,0,author
735,0,author
736,0,author
737,0,author
738,0,author
739,0,author
740,0,author
741,0,author
742,0,author
743,0,author
744,0,author
745,0,author
746,0,author
747,0,author
748,0,author
749,0,author
750,0,author
751,0,author
752,0,author
753,0,author
754,0,author
755,0,author
756,0,author
757,0,author
758,0,author
759,0,author
760,0,author
761,0,author
762,0,author
763,0,author
764,0,author
765,0,author
766,0,author
767,0,author
768,0,author
769,0,author
770,0,author
771,0,author
772,0,author
773,0,author
774,0,author
775,0,author
776,0,author
777,0,author
778,0,author
779,0,author
780,0,author
781,0,author
782,0,author
783,0,author
784,0,author
785,0,author
786,0,author
787,0,author
788,0,author
789,0,author
790,0,author
791,0,author
792,0,author
793,0,author
794,0,author
795,0,author
796,0,author
797,0,author
798,0,author
799,0,author
800,0,author
801,0,author
802,0,author
803,0,author
804,0,author
805,0,author
806,0,author
807,0,author
808,0,author
809,0,author
810,0,author
811,0,author
812,0,author
813,0,author
814,0,author
815,0,author
816,0,author
817,0,author
818,0,author
819,0,author
820,0,author
821,0,author
822,0,author
823,0,author
824,0,author
825,0,author
826,0,author
827,0,author
828,0,author
829,0,author
830,0,author
831,0,author
832,0,author
833,0,author
834,0,author
835,0,author
836,0,author
837,0,author
838,0,author
839,0,author
840,0,author
841,0,author
842,0,author
843,0,author
844,0,author
845,0,author
846,0,author
847,0,author
848,0,author
849,0,author
850,0,author
851,0,author
852,0,author
853,0,author
854,0,author
855,0,author
856,0,author
857,0,author
858,0,author
859,0,author
860,0,author
861,0,author
862,0,author
863,0,author
864,0,author
865,0,author
866,0,author
867,0,author
868,0,author
869,0,author
870,0,author
871,0,author
872,0,author
873,0,author
874,0,author
875,0,author
876,0,author
877,0,author
878,0,author
879,0,author
880,0,author
881,0,author
882,0,author
883,0,author
884,0,author
885,0,author
886,0,author
887,0,author
888,0,author
889,0,author
890,0,author
891,0,author
892,0,author
893,0,author
894,0,author
895,0,author
896,0,author
897,0,author
898,0,author
899,0,author
900,0,author
901,0,author
902,0,author
903,0,author
904,0,author
905,0,author
906,0,author
907,0,author
908,0,author
909,0,author
910,0,author
911,0,author
912,0,author
913,0,author
914,0,author
915,0,author
916,0,author
917,0,author
918,0,author
919,0,author
920,0,author
921,0,author
922,0,author
923,0,author
924,0,author
925,0,author
926,0,author
927,0,author
928,0,author
929,0,author
930,0,author
931,0,author
932,0,author
933,0,author
934,0,author
935,0,author
936,0,author
937,0,author
938,0,author
939,0,author
940,0,author
941,0,author
942,0,author
943,0,author
944,0,author
945,0,author
946,0,author
947,0,author
948,0,author
949,0,author
950,0,author
951,0,author
952,0,author
953,0,author
954,0,author
955,0,author
956,0,author
957,0,author
958,0,author
959,0,author
960,0,author
961,0,author
962,0,author
963,0,author
964,0,author
965,0,author
966,0,author
967,0,author
968,0,author
969,0,author
970,0,author
971,0,author
972,0,author
973,0,author
974,0,author
975,0,author
976,0,author
977,0,author
978,0,author
979,0,author
980,0,author
981,0,author
982,0,author
983,0,author
984,0,author
985,0,author
986,0,author
987,0,author
988,0,author
989,0,author
990,0,author
991,0,author
992,0,author
993,0,author
994,0,author
995,0,author
996,0,author
997,0,author
998,0,author
999,0,author
1000,0,author
1001,0,author
1002,0,author
1003,0,author
1004,0,author
1005,0,author
1006,0,author
1007,0,author
1008,0,author
1009,0,author
1010,0,author
1011,0,author
1012,0,author
1013,0,author
1014,0,author
1015,0,author
1016,0,author
1017,0,author
1018,0,author
1019,0,author
1020,0,author
1021,0,author
1022,0,author
1023,0,author
1024,0,author
1025,0,author
1026,0,author
1027,0,author
1028,0,author
1029,0,author
1030,0,author
1031,0,author
1032,0,author
1033,0,author
1034,0,author
1035,0,author
1036,0,author
1037,0,author
1038,0,author
1039,0,author
1040,0,author
1041,0,author
1042,0,author
1043,0,author
1044,0,author
1045,0,author
1046,0,author
1047,0,author
1048,0,author
1049,0,author
1050,0,author
1051,0,author
1052,0,author
1053,0,author
1054,0,author
1055,0,author
1056,0,author
1057,0,author
1058,0,author
1059,0,author
1060,0,author
1061,0,author
1062,0,author
1063,0,author
1064,0,author
1065,0,author
1066,0,author
1067,0,author
1068,0,author
1069,0,author
1070,0,author
1071,0,author
1072,0,author
1073,0,author
1074,0,author
1075,0,author
1076,0,author
1077,0,author
1078,0,author
1079,0,author
1080,0,author
1081,0,author
1082,0,author
1083,0,author
1084,0,author
1085,0,author
1086,0,author
1087,0,author
1088,0,author
1089,0,author
1090,0,author
1091,0,author
1092,0,author
1093,0,author
1094,0,author
1095,0,author
1096,0,author
1097,0,author
1098,0,author
1099,0,author
1100,0,author
1101,0,author
1102,0,author
1103,0,author
1104,0,author
1105,0,author
1106,0,author
1107,0,author
1108,0,author
1109,0,author
1110,0,author
1111,0,author
1112,0,author
1113,0,author
1114,0,author
1115,0,author
1116,0,author
1117,0,author
1118,0,author
1119,0,author
1120,0,author
1121,0,author
1122,0,author
1123,0,author
1124,0,author
1125,0,author
1126,0,author
1127,0,author
1128,0,author
1129,0,author
1130,0,author
1131,0,author
1132,0,author
1133,0,author
1134,0,author
1135,0,author
1136,0,author
1137,0,author
1138,0,author
1139,0,author
1140,0,author
1141,0,author
1142,0,author
1143,0,author
1144,0,author
1145,0,author
1146,0,author
1147,0,author
1148,0,author
1149,0,author
1150,0,author
1151,0,author
1152,0,author
1153,0,author
1154,0,author
1155,0,author
1156,0,author
1157,0,author
1158,0,author
1159,0,author
1160,0,author
1161,0,author
1162,0,author
1163,0,author
1164,0,author
1165,0,author
1166,0,author
1167,0,author
1168,0,author
1169,0,author
1170,0,author
1171,0,author
1172,0,author
1173,0,author
1174,0,author
1175,0,author
1176,0,author
1177,0,author
1178,0,author
1179,0,author
1180,0,author
1181,0,author
1182,0,author
1183,0,author
1184,0,author
1185,0,author
1186,0,author
1187,0,author
1188,0,author
1189,0,author
1190,0,author
1191,0,author
1192,0,author
1193,0,author
1194,0,author
1195,0,author
1196,0,author
1197,0,author
1198,0,author
1199,0,author
1200,0,author
1201,0,author
1202,0,author
1203,0,author
1204,0,author
1205,0,author
1206,0,author
1207,0,author
1208,0,author
1209,0,author
1210,0,author
1211,0,author
1212,0,author
1213,0,author
1214,0,author
1215,0,author
1216,0,author
1217,0,author
1218,0,author
1219,0,author
1220,0,author
1221,0,author
1222,0,author
1223,0,author
1224,0,author
1225,0,author
1226,0,author
1227,0,author
1228,0,author
1229,0,author
1230,0,author
1231,0,author
1232,0,author
1233,0,author
1234,0,author
1235,0,author
1236,0,author
1237,0,author
1238,0,author
1239,0,author
1240,0,author
1241,0,author
1242,0,author
1243,0,author
1244,0,author
1245,0,author
1246,0,author
1247,0,author
1248,0,author
1249,0,author
1250,0,author
1251,0,author
1252,0,author
1253,0,author
1254,0,author
1255,0,author
1256,0,author
1257,0,author
1258,0,author
1259,0,author
1260,0,author
1261,0,author
1262,0,author
1263,0,author
1264,0,author
1265,0,author
1266,0,author
1267,0,author
1268,0,author
1269,0,author
1270,0,author
1271,0,author
1272,0,author
1273,0,author
1274,0,author
1275,0,author
1276,0,author
1277,0,author
1278,0,author
1279,0,author
1280,0,author
1281,0,author
1282,0,author
1283,0,author
1284,0,author
1285,0,author
1286,0,author
1287,0,author
1288,0,author
1289,0,author
1290,0,author
1291,0,author
1292,0,author
1293,0,author
1294,0,author
1295,0,author
1296,0,author
1297,0,author
1298,0,author
1299,0,author
1300,0,author
1301,0,author
1302,0,author
1303,0,author
1304,0,author
1305,0,author
1306,0,author
1307,0,author
1308,0,author
1309,0,author
1310,0,author
1311,0,author
1312,0,author
1313,0,author
1314,0,author
1315,0,author
1316,0,author
1317,0,author
1318,0,author
1319,0,author
1320,0,author
1321,0,author
1322,0,author
1323,0,author
1324,0,author
1325,0,author
1326,0,author
1327,0,author
1328,0,author
1329,0,author
1330,0,author
1331,0,author
1332,0,author
1333,0,author
1334,0,author
1335,0,author
1336,0,author
1337,0,author
1338,0,author
1339,0,author
1340,0,author
1341,0,author
1342,0,author
1343,0,author
1344,0,author
1345,0,author
1346,0,author
1347,0,author
1348,0,author
1349,0,author
1350,0,author
1351,0,author
1352,0,author
1353,0,author
1354,0,author
1355,0,author
1356,0,author
1357,0,author
1358,0,author
1359,0,author
1360,0,author
1361,0,author
1362,0,author
1363,0,author
1364,0,author
1365,0,author
1366,0,author
1367,0,author
1368,0,author
1369,0,author
1370,0,author
1371,0,author
1372,0,author
1373,0,author
1374,0,author
1375,0,author
1376,0,author
1377,0,author
1378,0,author
1379,0,author
1380,0,author
1381,0,author
1382,0,author
1383,0,author
1384,0,author
1385,0,author
1386,0,author
1387,0,author
1388,0,author
1389,0,author
1390,0,author
1391,0,author
1392,0,author
1393,0,author
1394,0,author
1395,0,author
1396,0,author
1397,0,author
1398,0,author
1399,0,author
1400,0,author
1401,0,author
1402,0,author
1403,0,author
1404,0,author
1405,0,author
1406,0,author
1407,0,author
1408,0,author
1409,0,author
1410,0,author
1411,0,author
1412,0,author
1413,0,author
1414,0,author
1415,0,author
1416,0,author
1417,0,author
1418,0,author
1419,0,author
1420,0,author
1421,0,author
1422,0,author
1423,0,author
1424,0,author
1425,0,author
1426,0,author
1427,0,author
1428,0,author
1429,0,author
1430,0,author
1431,0,author
1432,0,author
1433,0,author
1434,0,author
1435,0,author
1436,0,author
1437,0,author
1438,0,author
1439,0,author
1440,0,author
1441,0,author
1442,0,author
1443,0,author
1444,0,author
1445,0,author
1446,0,author
1447,0,author
1448,0,author
1449,0,author
1450,0,author
1451,0,author
1452,0,author
1453,0,author
1454,0,author
1455,0,author
1456,0,author
1457,0,author
1458,0,author
1459,0,author
1460,0,author
1461,0,author
1462,0,author
1463,0,author
1464,0,author
1465,0,author
1466,0,author
1467,0,author
1468,0,author
1469,0,author
1470,0,author
1471,0,author
1472,0,author
1473,0,author
1474,0,author
1475,0,author
1476,0,author
1477,0,author
1478,0,author
1479,0,author
1480,0,author
1481,0,author
1482,0,author
1483,0,author
1484,0,author
1485,0,author
1486,0,author
1487,0,author
1488,0,author
1489,0,author
1490,0,author
1491,0,author
1492,0,author
1493,0,author
1494,0,author
1495,0,author
1496,0,author
1497,0,author
1498,0,author
1499,0,author
1500,0,author
1501,0,author
1502,0,author
1503,0,author
1504,0,author
1505,0,author
1506,0,author
1507,0,author
1508,0,author
1509,0,author
1510,0,author
1511,0,author
1512,0,author
1513,0,author
1514,0,author
1515,0,author
1516,0,author
1517,0,author
1518,0,author
1519,0,author
1520,0,author
1521,0,author
1522,0,author
1523,0,author
1524,0,author
1525,0,author
1526,0,author
1527,0,author
1528,0,author
1529,0,author
1530,0,author
1531,0,author
1532,0,author
1533,0,author
1534,0,author
1535,0,author
1536,0,author
1537,0,author
1538,0,author
1539,0,author
1540,0,author
1541,0,author
1542,0,author
1543,0,author
1544,0,author
1545,0,author
1546,0,author
1547,0,author
1548,0,author
1549,0,author
1550,0,author
1551,0,author
1552,0,author
1553,0,author
1554,0,author
1555,0,author
1556,0,author
1557,0,author
1558,0,author
1559,0,author
1560,0,author
1561,0,author
1562,0,author
1563,0,author
1564,0,author
1565,0,author
1566,0,author
1567,0,author
1568,0,author
1569,0,author
1570,0,author
1571,0,author
1572,0,author
1573,0,author
1574,0,author
1575,0,author
1576,0,author
1577,0,author
1578,0,author
1579,0,author
1580,0,author
1581,0,author
1582,0,author
1583,0,author
1584,0,author
1585,0,author
1586,0,author
1587,0,author
1588,0,author
1589,0,author
1590,0,author
1591,0,author
1592,0,author
1593,0,author
1594,0,author
1595,0,author
1596,0,author
1597,0,author
1598,0,author
1599,0,author
1600,0,author
1601,0,author
1602,0,author
1603,0,author
1604,0,author
1605,0,author
1606,0,author
1607,0,author
1608,0,author
1609,0,author
1610,0,author
1611,0,author
1612,0,author
1613,0,author
1614,0,author
1615,0,author
1616,0,author
1617,0,author
1618,0,author
1619,0,author
1620,0,author
1621,0,author
1622,0,author
1623,0,author
1624,0,author
1625,0,author
1626,0,author
1627,0,author
1628,0,author
1629,0,author
1630,0,author
1631,0,author
1632,0,author
1633,0,author
1634,0,author
1635,0,author
1636,0,author
1637,0,author
1638,0,author
1639,0,author
1640,0,author
1641,0,author
1642,0,author
1643,0,author
1644,0,author
1645,0,author
1646,0,author
1647,0,author
1648,0,author
1649,0,author
1650,0,author
1651,0,author
1652,0,author
1653,0,author
1654,0,author
1655,0,author
1656,0,author
1657,0,author
1658,0,author
1659,0,author
1660,0,author
1661,0,author
1662,0,author
1663,0,author
1664,0,author
1665,0,author
1666,0,author
1667,0,author
1668,0,author
1669,0,author
1670,0,author
1671,0,author
1672,0,author
1673,0,author
1674,0,author
1675,0,author
1676,0,author
1677,0,author
1678,0,author
1679,0,author
1680,0,author
1681,0,author
1682,0,author
1683,0,author
1684,0,author
1685,0,author
1686,0,author
1687,0,author
1688,0,author
1689,0,author
1690,0,author
1691,0,author
1692,0,author
1693,0,author
1694,0,author
1695,0,author
1696,0,author
1697,0,author
1698,0,author
1699,0,author
1700,0,author
1701,0,author
1702,0,author
1703,0,author
1704,0,author
1705,0,author
1706,0,author
1707,0,author
1708,0,author
1709,0,author
1710,0,author
1711,0,author
1712,0,author
1713,0,author
1714,0,author
1715,0,author
1716,0,author
1717,0,author
1718,0,author
1719,0,author
1720,0,author
1721,0,author
1722,0,author
1723,0,author
1724,0,author
1725,0,author
1726,0,author
1727,0,author
1728,0,author
1729,0,author
1730,0,author
1731,0,author
1732,0,author
1733,0,author
1734,0,author
1735,0,author
1736,0,author
1737,0,author
1738,0,author
1739,0,author
1740,0,author
1741,0,author
1742,0,author
1743,0,author
1744,0,author
1745,0,author
1746,0,author
1747,0,author
1748,0,author
1749,0,author
1750,0,author
1751,0,author
1752,0,author
1753,0,author
1754,0,author
1755,0,author
1756,0,author
1757,0,author
1758,0,author
1759,0,author
1760,0,author
1761,0,author
1762,0,author
1763,0,author
1764,0,author
1765,0,author
1766,0,author
1767,0,author
1768,0,author
1769,0,author
1770,0,author
1771,0,author
1772,0,author
1773,0,author
1774,0,author
1775,0,author
1776,0,author
1777,0,author
1778,0,author
1779,0,author
1780,0,author
1781,0,author
1782,0,author
1783,0,author
1784,0,author
1785,0,author
1786,0,author
1787,0,author
1788,0,author
1789,0,author
1790,0,author
1791,0,author
1792,0,author
1793,0,author
1794,0,author
1795,0,author
1796,0,author
1797,0,author
1798,0,author
1799,0,author
1800,0,author
1801,0,author
1802,0,author
1803,0,author
1804,0,author
1805,0,author
1806,0,author
1807,0,author
1808,0,author
1809,0,author
1810,0,author
1811,0,author
1812,0,author
1813,0,author
1814,0,author
1815,0,author
1816,0,author
1817,0,author
1818,0,author
1819,0,author
1820,0,author
1821,0,author
1822,0,author
1823,0,author
1824,0,author
1825,0,author
1826,0,author
1827,0,author
1828,0,author
1829,0,author
1830,0,author
1831,0,author
1832,0,author
1833,0,author
1834,0,author
1835,0,author
1836,0,author
1837,0,author
1838,0,author
1839,0,author
1840,0,author
1841,0,author
1842,0,author
1843,0,author
1844,0,author
1845,0,author
1846,0,author
1847,0,author
1848,0,author
1849,0,author
1850,0,author
1851,0,author
1852,0,author
1853,0,author
1854,0,author
1855,0,author
1856,0,author
1857,0,author
1858,0,author
1859,0,author
1860,0,author
1861,0,author
1862,0,author
1863,0,author
1864,0,author
1865,0,author
1866,0,author
1867,0,author
1868,0,author
1869,0,author
1870,0,author
1871,0,author
1872,0,author
1873,0,author
1874,0,author
1875,0,author
1876,0,author
1877,0,author
1878,0,author
1879,0,author
1880,0,author
1881,0,author
1882,0,author
1883,0,author
1884,0,author
1885,0,author
1886,0,author
1887,0,author
1888,0,author
1889,0,author
1890,0,author
1891,0,author
1892,0,author
1893,0,author
1894,0,author
1895,0,author
1896,0,author
1897,0,author
1898,0,author
1899,0,author
1900,0,author
1901,0,author
1902,0,author
1903,0,author
1904,0,author
1905,0,author
1906,0,author
1907,0,author
1908,0,author
1909,0,author
1910,0,author
1911,0,author
1912,0,author
1913,0,author
1914,0,author
1915,0,author
1916,0,author
1917,0,author
1918,0,author
1919,0,author
1920,0,author
1921,0,author
1922,0,author
1923,0,author
1924,0,author
1925,0,author
1926,0,author
1927,0,author
1928,0,author
1929,0,author
1930,0,author
1931,0,author
1932,0,author
1933,0,author
1934,0,author
1935,0,author
1936,0,author
1937,0,author
1938,0,author
1939,0,author
1940,0,author
1941,0,author
1942,0,author
1943,0,author
1944,0,author
1945,0,author
1946,0,author
1947,0,author
1948,0,author
1949,0,author
1950,0,author
1951,0,author
1952,0,author
1953,0,author
1954,0,author
1955,0,author
1956,0,author
1957,0,author
1958,0,author
1959,0,author
1960,0,author
1961,0,author
1962,0,author
1963,0,author
1964,0,author
1965,0,author
1966,0,author
1967,0,author
1968,0,author
1969,0,author
1970,0,author
1971,0,author
1972,0,author
1973,0,author
1974,0,author
1975,0,author
1976,0,author
1977,0,author
1978,0,author
1979,0,author
1980,0,author
1981,0,author
1982,0,author
1983,0,author
1984,0,author
1985,0,author
1986,0,author
1987,0,author
1988,0,author
1989,0,author
1990,0,author
1991,0,author
1992,0,author
1993,0,author
1994,0,author
1995,0,author
1996,0,author
1997,0,author
1998,0,author
1999,0,author
2000,0,author
2001,0,author
2002,0,author
2003,0,author
2004,0,author
2005,0,author
2006,0,author
2007,0,author
2008,0,author
2009,0,author
2010,0,author
2011,0,author
2012,0,author
2013,0,author
2014,0,author
2015,0,author
2016,0,author
2017,0,author
2018,0,author
2019,0,author
2020,0,author
2021,0,author
2022,0,author
2023,0,author
2024,0,author
2025,0,author
2026,0,author
2027,0,author
2028,0,author
2029,0,author
2030,0,author
2031,0,author
2032,0,author
2033,0,author
2034,0,author
2035,0,author
2036,0,author
2037,0,author
2038,0,author
2039,0,author
2040,0,author
2041,0,author
2042,0,author
2043,0,author
2044,0,author
2045,0,author
2046,0,author
2047,0,author
2048,0,author
2049,0,author
2050,0,author
2051,0,author
2052,0,author
2053,0,author
2054,0,author
2055,0,author
2056,0,author
2057,0,author
2058,0,author
2059,0,author
2060,0,author
2061,0,author
2062,0,author
2063,0,author
2064,0,author
2065,0,author
2066,0,author
2067,0,author
2068,0,author
2069,0,author
2070,0,author
2071,0,author
2072,0,author
2073,0,author
2074,0,author
2075,0,author
2076,0,author
2077,0,author
2078,0,author
2079,0,author
2080,0,author
2081,0,author
2082,0,author
2083,0,author
2084,0,author
2085,0,author
2086,0,author
2087,0,author
2088,0,author
2089,0,author
2090,0,author
2091,0,author
2092,0,author
2093,0,author
2094,0,author
2095,0,author
2096,0,author
2097,0,author
2098,0,author
2099,0,author
2100,0,author
2101,0,author
2102,0,author
2103,0,author
2104,0,author
2105,0,author
2106,0,author
2107,0,author
2108,0,author
2109,0,author
2110,0,author
2111,0,author
2112,0,author
2113,0,author
2114,0,author
2115,0,author
2116,0,author
2117,0,author
2118,0,author
2119,0,author
2120,0,author
2121,0,author
2122,0,author
2123,0,author
2124,0,author
2125,0,author
2126,0,author
2127,0,author
2128,0,author
2129,0,author
2130,0,author
2131,0,author
2132,0,author
2133,0,author
2134,0,author
2135,0,author
2136,0,author
2137,0,author
